word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
605,,לחות,,humidity,ל=30 + ח=8 + ו=6 + ת=400 → 444,2² × 3 × 37,2²,3,37,,,,,,
108,,היום,,today,5 + 10 + 40 + 5 = 60,2² × 3 × 5,2²,3,5,,,,,,
115,,יכול,,can (m.s.),י=10 + כ=20 + ל=30 → 60,2² × 3 × 5,2²,3,5,,,,,,
182,,כלי,,article / dish / vessel / ware / tool,כ=20 + ל=30 + י=10 → 60,2² × 3 × 5,2²,3,5,,,,,,
338,,ימי,,marine (m.s.),י=10 + מ=40 + י=10 → 60,2² × 3 × 5,2²,3,5,,,,,,
849,,אנרגיית פוטון,,photon energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + פ=80 + ו=6 + ט=9 + ו=6 + ן=50 → 420,2² × 3 × 5 × 7,2²,3,5,7,,,,,
550,,כפר,,village,כ=20 + פ=80 + ר=200 → 300,2² × 3 × 5²,2²,3,5²,,,,,,
556,,מנהרה,,tunnel,מ=40 + נ=50 + ה=5 + ר=200 + ה=5 → 300,2² × 3 × 5²,2²,3,5²,,,,,,
666,,מדרון,,cliffside,מ=40 + ד=4 + ר=200 + ו=6 + ן=50 → 300,2² × 3 × 5²,2²,3,5²,,,,,,
395,,לצד / לצד,,to a side / to the [right/left] / next to,ל=30 + צ=90 + ד=4 → 124,2² × 31,2²,31,,,,,,,
59,,אלה,,,36,2² × 3²,2²,3²,,,,,,,
411,,לו,,to/for him (m.s.),ל=30 + ו=6 → 36,2² × 3²,2²,3²,,,,,,,
808,,אלקטרון,,electron,א=1 + ל=30 + ק=100 + ט=9 + ר=200 + ו=6 + ן=50 → 396,2² × 3² × 11,2²,3²,11,,,,,,
292,,מפני,,because,מ=40 + פ=80 + נ=50 + י=10 → 180,2² × 3² × 5,2²,3²,5,,,,,,
478,,רבים,,many,ר=200 + ב=2 + י=10 + ם=40 → 252,2² × 3² × 7,2²,3²,7,,,,,,
300,,חיילים,,soldiers,ח=8 + י=10 + י=10 + ל=30 + י=10 + ם=40 → 108,2² × 3³,2²,3³,,,,,,,
520,,חצי,,half,ח=8 + צ=90 + י=10 → 108,2² × 3³,2²,3³,,,,,,,
162,,שנות,,the years of,ש=300 + נ=50 + ו=6 + ת=400 → 756,2² × 3³ × 7,2²,3³,7,,,,,,
220,,בסוף / בסוף,,at the end / at the end of,ב=2 + ס=60 + ו=6 + ף=80 → 148,2² × 37,2²,37,,,,,,,
304,,עקב,,due to / because of,ע=70 + ק=100 + ב=2 → 172,2² × 43,2²,43,,,,,,,
305,,עקב,,followed (m.s.) / heel,ע=70 + ק=100 + ב=2 → 172,2² × 43,2²,43,,,,,,,
109,,במקום,,instead of / in place,ב=2 + מ=40 + ק=100 + ו=6 + ם=40 → total 188,2² × 47,2²,47,,,,,,,
109,,במקום,,in place / in the place,same as above → 188,2² × 47,2²,47,,,,,,,
109,,במקום,,in a place,same → 188,2² × 47,2²,47,,,,,,,
7,,כי,,,20,2² × 5,2²,5,,,,,,,
30,,כך,,,20,2² × 5,2²,5,,,,,,,
46,,כ,,,20,2² × 5,2²,5,,,,,,,
346,,החברה / החברה,,the friend (f.s.) / the company / the society,ה=5 + ח=8 + ב=2 + ר=200 + ה=5 → 220,2² × 5 × 11,2²,5,11,,,,,,
539,,ארגון,,organization,א=1 + ר=200 + ג=3 + ו=6 + ן=50 → 260,2² × 5 × 13,2²,5,13,,,,,,
41,,שם,,,340,2² × 5 × 17,2²,5,17,,,,,,
41,,שם,,,340,2² × 5 × 17,2²,5,17,,,,,,
279,,ספר / ספור / ספר / ספר / סופר / סיפור,,book / border / barber / counted / told,ס=60 + פ=80 + ר=200 → 340,2² × 5 × 17,2²,5,17,,,,,,
284,,שלי,,mine,ש=300 + ל=30 + י=10 → 340,2² × 5 × 17,2²,5,17,,,,,,
153,,הממשלה,,the government,ה=5 + מ=40 + ש=300 + ל=30 + ה=5 → 380,2² × 5 × 19,2²,5,19,,,,,,
477,,מספר,,number,מ=40 + ס=60 + פ=80 + ר=200 → 380,2² × 5 × 19,2²,5,19,,,,,,
516,,מספר,,number,מ=40 + ס=60 + פ=80 + ר=200 → 380,2² × 5 × 19,2²,5,19,,,,,,
595,,ערפל,,fog,ע=70 + ר=200 + פ=80 + ל=30 → 380,2² × 5 × 19,2²,5,19,,,,,,
596,,ערפל,,mist,ע=70 + ר=200 + פ=80 + ל=30 → 380,2² × 5 × 19,2²,5,19,,,,,,
615,,ערפל,,fog bank,ע=70 + ר=200 + פ=80 + ל=30 → 380,2² × 5 × 19,2²,5,19,,,,,,
886,,שיווי חום,,thermal equilibrium,ש=300 + י=10 + ו=6 + י=10 + ח=8 + ו=6 + ם=40 → 380,2² × 5 × 19,2²,5,19,,,,,,
949,,שיווי חום,,thermodynamic equilibrium,ש=300 + י=10 + ו=6 + י=10 + ח=8 + ו=6 + ם=40 → 380,2² × 5 × 19,2²,5,19,,,,,,
167,,בעקבות,,in the footsteps of / following / as a result of,ב=2 + ע=70 + ק=100 + ב=2 + ו=6 + ת=400 → 580,2² × 5 × 29,2²,5,29,,,,,,
874,,כוח שמור,,conservative force,כ=20 + ו=6 + ח=8 + ש=300 + מ=40 + ו=6 + ר=200 → 580,2² × 5 × 29,2²,5,29,,,,,,
469,,שישי,,sixth,ש=300 + י=10 + ש=300 + י=10 → 620,2² × 5 × 31,2²,5,31,,,,,,
190,,פני / פני,,the face of / my face,פ=80 + נ=50 + י=10 → 140,2² × 5 × 7,2²,5,7,,,,,,
206,,מעל / מעל / מעל,,above / over / on top / embezzled / treachery,מ=40 + ע=70 + ל=30 → 140,2² × 5 × 7,2²,5,7,,,,,,
410,,ממני,,from me / out of me,מ=40 + מ=40 + נ=50 + י=10 → 140,2² × 5 × 7,2²,5,7,,,,,,
31,,רק,,,100,2² × 5²,2²,5²,,,,,,,
180,,הצבא,,the army,ה=5 + צ=90 + ב=2 + א=1 + ב=2 → 100,2² × 5²,2²,5²,,,,,,,
199,,ימים,,days,י=10 + מ=40 + י=10 + ם=40 → 100,2² × 5²,2²,5²,,,,,,,
377,,לכן,,therefore / to/for you (f.pl.),ל=30 + כ=20 + ן=50 → 100,2² × 5²,2²,5²,,,,,,,
405,,המלכה,,the queen / female ruler,ה=5 + מ=40 + ל=30 + כ=20 + ה=5 → 100,2² × 5²,2²,5²,,,,,,,
533,,מין,,kind,מ=40 + י=10 + ן=50 → 100,2² × 5²,2²,5²,,,,,,,
202,,הרבה / הרבה,,many / a lot / did something a lot,ה=5 + ר=200 + ב=2 + ה=5 → 212,2² × 53,2²,53,,,,,,,
113,,שבו,,that in him / that in it,ש=300 + ב=2 + ו=6 → 308,2² × 7 × 11,2²,7,11,,,,,,
303,,שוב,,again / return (m.s. imperative),ש=300 + ו=6 + ב=2 → 308,2² × 7 × 11,2²,7,11,,,,,,
497,,בוקר,,morning,ב=2 + ו=6 + ק=100 + ר=200 → 308,2² × 7 × 11,2²,7,11,,,,,,
599,,קרח,,ice,ק=100 + ר=200 + ח=8 → 308,2² × 7 × 11,2²,7,11,,,,,,
618,,קרח,,ice sheet,ק=100 + ר=200 + ח=8 → 308,2² × 7 × 11,2²,7,11,,,,,,
627,,בוקר,,morning,ב=2 + ו=6 + ק=100 + ר=200 → 308,2² × 7 × 11,2²,7,11,,,,,,
582,,קרחון,,glacier,ק=100 + ר=200 + ח=8 + ו=6 + ן=50 → 364,2² × 7 × 13,2²,7,13,,,,,,
294,,תוכן,,content,ת=400 + ו=6 + כ=20 + ן=50 → 476,2² × 7 × 17,2²,7,17,,,,,,
183,,נוסף,,additional (m.s.),נ=50 + ו=6 + ס=60 + פ=80 → 196,2² × 7²,2²,7²,,,,,,,
569,,צוק,,cliff,צ=90 + ו=6 + ק=100 → 196,2² × 7²,2²,7²,,,,,,,
585,,צונמי,,tsunami,צ=90 + ו=6 + נ=50 + מ=40 + י=10 → 196,2² × 7²,2²,7²,,,,,,,
662,,צוק,,cliff,צ=90 + ו=6 + ק=100 → 196,2² × 7²,2²,7²,,,,,,,
467,,רביעי,,fourth,ר=200 + ב=2 + י=10 + ע=70 + י=10 → 292,2² × 73,2²,73,,,,,,,
102,,בשל,,because of,2 + 300 + 30 = 332,2² × 83,2²,83,,,,,,,
102,,בשל,,ripe,2 + 300 + 30 = 332,2² × 83,2²,83,,,,,,,
102,,בשל,,cooked (m.s.),2 + 300 + 30 = 332,2² × 83,2²,83,,,,,,,
29,,בשנת,,,356,2² × 89,2²,89,,,,,,,
77,,אז,,,1 + 7 = 8,2³,2³,,,,,,,,
155,,תחת,,under / beneath / instead of,ת=400 + ח=8 + ת=400 → 808,2³ × 101,2³,101,,,,,,,
248,,הגיע,,arrived (m.s.),ה=5 + ג=3 + י=10 + ע=70 → 88,2³ × 11,2³,11,,,,,,,
362,,לדוגמה,,for example,ל=30 + ד=4 + ו=6 + ג=3 + מ=40 + ה=5 → 88,2³ × 11,2³,11,,,,,,,
672,,נחל,,brook,נ=50 + ח=8 + ל=30 → 88,2³ × 11,2³,11,,,,,,,
680,,מגמה,,magma,מ=40 + ג=3 + מ=40 + ה=5 → 88,2³ × 11,2³,11,,,,,,,
316,,ממנו,,from him,מ=40 + מ=40 + נ=50 + ו=6 → 136,2³ × 17,2³,17,,,,,,,
367,,העונה,,the season / this season / that/who answers (f.s.),ה=5 + ע=70 + ו=6 + נ=50 + ה=5 → 136,2³ × 17,2³,17,,,,,,,
727,,ניסוי,,experiment,נ=50 + י=10 + ס=60 + ו=6 + י=10 → 136,2³ × 17,2³,17,,,,,,,
866,,מקדם,,coefficient,מ=40 + ק=100 + ד=4 + ם=40 → 184,2³ × 23,2³,23,,,,,,,
67,,ידי,,,10 + 10 + 4 = 24,2³ × 3,2³,3,,,,,,,
361,,מעבר / מעבר,,transition / pass / beyond / across,מ=40 + ע=70 + ב=2 + ר=200 → 312,2³ × 3 × 13,2³,3,13,,,,,,
840,,אקראי,,random,א=1 + ק=100 + ר=200 + א=1 + י=10 → 312,2³ × 3 × 13,2³,3,13,,,,,,
40,,זאת,,,408,2³ × 3 × 17,2³,3,17,,,,,,
355,,לתוך,,into,ל=30 + ת=400 + ו=6 + ך=20 → 456,2³ × 3 × 19,2³,3,19,,,,,,
169,,לפי,,according to / to my mouth,ל=30 + פ=80 + י=10 → 120,2³ × 3 × 5,2³,3,5,,,,,,
767,,מכני,,mechanical,מ=40 + כ=20 + נ=50 + י=10 → 120,2³ × 3 × 5,2³,3,5,,,,,,
488,,שקר,,wrong / false,ש=300 + ק=100 + ר=200 → 600,2³ × 3 × 5²,2³,3,5²,,,,,,
495,,מחר,,tomorrow,מ=40 + ח=8 + ר=200 → 248,2³ × 31,2³,31,,,,,,,
703,,חומר,,matter,ח=8 + מ=40 + ר=200 → 248,2³ × 31,2³,31,,,,,,,
713,,חלקיק,,particle,ח=8 + ל=30 + ק=100 + י=10 + ק=100 → 248,2³ × 31,2³,31,,,,,,,
790,,חלקיק,,particle,ח=8 + ל=30 + ק=100 + י=10 + ק=100 → 248,2³ × 31,2³,31,,,,,,,
1,,של,,,360,2³ × 3² × 5,2³,3²,5,,,,,,
48,,מספר,,,360,2³ × 3² × 5,2³,3²,5,,,,,,
48,,מספר,,,360,2³ × 3² × 5,2³,3²,5,,,,,,
465,,שני,,second,ש=300 + נ=50 + י=10 → 360,2³ × 3² × 5,2³,3²,5,,,,,,
630,,חצות,,midnight,ח=8 + צ=90 + ו=6 + ת=400 → 504,2³ × 3² × 7,2³,3²,7,,,,,,
50,,העיר,,,216,2³ × 3³,2³,3³,,,,,,,
50,,העיר,,,216,2³ × 3³,2³,3³,,,,,,,
184,,באזור / באזור,,in an area / in the area,ב=2 + א=1 + ז=7 + ו=6 + ר=200 → 216,2³ × 3³,2³,3³,,,,,,,
551,,רחוב,,street / road,ר=200 + ח=8 + ו=6 + ב=2 → 216,2³ × 3³,2³,3³,,,,,,,
577,,קניון,,canyon,ק=100 + נ=50 + י=10 + ו=6 + ן=50 → 216,2³ × 3³,2³,3³,,,,,,,
668,,קניון,,canyon,ק=100 + נ=50 + י=10 + ו=6 + ן=50 → 216,2³ × 3³,2³,3³,,,,,,,
935,,אנרגיית קינטי,,kinetic energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + ק=100 + י=10 + נ=50 + ט=9 + י=10 → 648,2³ × 3⁴,2³,3⁴,,,,,,,
189,,הארץ,,the country / the earth / Israel,ה=5 + א=1 + ר=200 + ץ=90 → 296,2³ × 37,2³,37,,,,,,,
51,,מ,,,40,2³ × 5,2³,5,,,,,,,
340,,היהודי,,the Jew / the Jewish (m.s.),ה=5 + י=10 + ה=5 + ו=6 + ד=4 + י=10 → 40,2³ × 5,2³,5,,,,,,,
409,,לי,,to me / for me,ל=30 + י=10 → 40,2³ × 5,2³,5,,,,,,,
187,,כוחות,,powers / forces / strength,כ=20 + ו=6 + ח=8 + ו=6 + ת=400 → 440,2³ × 5 × 11,2³,5,11,,,,,,
324,,היהודית,,the Jewish (f.s.),ה=5 + י=10 + ה=5 + ו=6 + ד=4 + י=10 + ת=400 → 440,2³ × 5 × 11,2³,5,11,,,,,,
441,,עיר,,city,ע=70 + י=10 + ר=200 → 280,2³ × 5 × 7,2³,5,7,,,,,,
549,,עיר,,city,ע=70 + י=10 + ר=200 → 280,2³ × 5 × 7,2³,5,7,,,,,,
561,,יער,,forest,י=10 + ע=70 + ר=200 → 280,2³ × 5 × 7,2³,5,7,,,,,,
633,,קיץ,,summer,ק=100 + י=10 + ץ=90 → 200,2³ × 5²,2³,5²,,,,,,,
837,,מקרוסטט,,macrostate,מ=40 + ק=100 + ר=200 + ו=6 + ס=60 + ט=9 + ט=9 → 424,2³ × 53,2³,53,,,,,,,
177,,בעת / בעע,,at a time (of) / phobia,ב=2 + ע=70 + ת=400 → 472,2³ × 59,2³,59,,,,,,,
341,,יחסית,,relatively,י=10 + ח=8 + ס=60 + י=10 + ת=400 → 488,2³ × 61,2³,61,,,,,,,
342,,התנועה,,the movement / the motion / the traffic,ה=5 + ת=400 + נ=50 + ו=6 + ע=70 + ה=5 → 536,2³ × 67,2³,67,,,,,,,
143,,יום,,day / daylight,י=10 + ו=6 + ם=40 → 56,2³ × 7,2³,7,,,,,,,
723,,אטום,,atom,א=1 + ט=9 + ו=6 + ם=40 → 56,2³ × 7,2³,7,,,,,,,
879,,מבודד,,isolated,מ=40 + ב=2 + ו=6 + ד=4 + ד=4 → 56,2³ × 7,2³,7,,,,,,,
700,,חור שחור,,black hole,ח=8 + ו=6 + ר=200 + ש=300 + ח=8 + ו=6 + ר=200 → 728,2³ × 7 × 13,2³,7,13,,,,,,
128,,רבות,,many (f.) / a lot,ר=200 + ב=2 + ו=6 + ת=400 + ף=80 → 688,2³ × 7 × 31,2³,7,31,,,,,,
470,,שביעי,,seventh,ש=300 + ב=2 + י=10 + ע=70 + י=10 → 392,2³ × 7²,2³,7²,,,,,,,
245,,האי,,the island,ה=5 + א=1 + י=10 → 16,2⁴,2⁴,,,,,,,,
101,,רוב,,most / majority,200 + 6 + 2 = 208,2⁴ × 13,2⁴,13,,,,,,,
174,,רוב,,most,ר=200 + ו=6 + ב=2 → 208,2⁴ × 13,2⁴,13,,,,,,,
695,,גלקסיה,,galaxy,ג=3 + ל=30 + ק=100 + ס=60 + י=10 + ה=5 → 208,2⁴ × 13,2⁴,13,,,,,,,
319,,עבר,,passed / crossed / went through (m.s.),ע=70 + ב=2 + ר=200 → 272,2⁴ × 17,2⁴,17,,,,,,,
498,,ערב,,evening,ע=70 + ר=200 + ב=2 → 272,2⁴ × 17,2⁴,17,,,,,,,
521,,רבע,,quarter,ר=200 + ב=2 + ע=70 → 272,2⁴ × 17,2⁴,17,,,,,,,
628,,ערב,,evening,ע=70 + ר=200 + ב=2 → 272,2⁴ × 17,2⁴,17,,,,,,,
170,,בקרב / בקרב / בקרב,,among / in a battle / in the battle,ב=2 + ק=100 + ר=200 + ב=2 → 304,2⁴ × 19,2⁴,19,,,,,,,
468,,חמישי,,fifth,ח=8 + מ=40 + י=10 + ש=300 + י=10 → 368,2⁴ × 23,2⁴,23,,,,,,,
197,,מאז,,since then,מ=40 + א=1 + ז=7 → 48,2⁴ × 3,2⁴,3,,,,,,,
207,,הגדול,,the big / the large (m.s.),ה=5 + ג=3 + ד=4 + ו=6 + ל=30 → 48,2⁴ × 3,2⁴,3,,,,,,,
240,,חיל / חיל / חיל,,soldier (m) / corps / forces / success / fear,ח=8 + י=10 + ל=30 → 48,2⁴ × 3,2⁴,3,,,,,,,
247,,גדולה,,big / large (f.s.),ג=3 + ד=4 + ו=6 + ל=30 + ה=5 → 48,2⁴ × 3,2⁴,3,,,,,,,
398,,במאה / במאה,,in a hundred / in the century,ב=2 + מ=40 + א=1 + ה=5 → 48,2⁴ × 3,2⁴,3,,,,,,,
449,,כוכב,,star,כ=20 + ו=6 + כ=20 + ב=2 → 48,2⁴ × 3,2⁴,3,,,,,,,
696,,כוכב,,star,כ=20 + ו=6 + כ=20 + ב=2 → 48,2⁴ × 3,2⁴,3,,,,,,,
280,,עניינים,,matters,ע=70 + נ=50 + י=10 + י=10 + נ=50 + י=10 + ם=40 → 240,2⁴ × 3 × 5,2⁴,3,5,,,,,,
73,,שלו,,,300 + 30 + 6 = 336,2⁴ × 3 × 7,2⁴,3,7,,,,,,
269,,מחוץ / מחוץ,,outside of / crushed,מ=40 + ח=8 + ו=6 + ץ=90 → 144,2⁴ × 3²,2⁴,3²,,,,,,,
416,,מחוץ,,out / outside,מ=40 + ח=8 + ו=6 + ץ=90 → 144,2⁴ × 3²,2⁴,3²,,,,,,,
581,,אגן מים,,watershed,א=1 + ג=3 + ן=50 + מ=40 + י=10 + ם=40 → 144,2⁴ × 3²,2⁴,3²,,,,,,,
141,,שימוש,,use,ש=300 + י=10 + מ=40 + ו=6 + ש=300 → 656,2⁴ × 41,2⁴,41,,,,,,,
940,,החוק הראשון,,first law,ה=5 + ח=8 + ו=6 + ק=100 + ה=5 + ה=8 + ר=200 + ש=300 + ו=6 + ן=50 → 688,2⁴ × 43,2⁴,43,,,,,,,
94,,כלל,,rule / all,20 + 30 + 30 = 80,2⁴ × 5,2⁴,5,,,,,,,
119,,היהודים,,the Jews,ה=5 + י=10 + ה=5 + ו=6 + ד=4 + י=10 + ם=40 → 80,2⁴ × 5,2⁴,5,,,,,,,
154,,לכל,,to all / to everybody,ל=30 + כ=20 + ל=30 → 80,2⁴ × 5,2⁴,5,,,,,,,
215,,ועד / ועד / ועד,,and until / committee / board / and a witness,ו=6 + ע=70 + ד=4 → 80,2⁴ × 5,2⁴,5,,,,,,,
557,,גבעה,,hill,ג=3 + ב=2 + ע=70 + ה=5 → 80,2⁴ × 5,2⁴,5,,,,,,,
661,,גבעה,,hill,ג=3 + ב=2 + ע=70 + ה=5 → 80,2⁴ × 5,2⁴,5,,,,,,,
803,,יסוד,,element,י=10 + ס=60 + ו=6 + ד=4 → 80,2⁴ × 5,2⁴,5,,,,,,,
640,,משקעים,,precipitation,מ=40 + ש=300 + ק=100 + ע=70 + י=10 + ם=40 → 560,2⁴ × 5 × 7,2⁴,5,7,,,,,,
179,,למשל,,for example,ל=30 + מ=40 + ש=300 + ל=30 → 400,2⁴ × 5²,2⁴,5²,,,,,,,
321,,השלטון,,the authority / the reign / the government,ה=5 + ש=300 + ל=30 + ט=9 + ו=6 + ן=50 → 400,2⁴ × 5²,2⁴,5²,,,,,,,
131,,בעלי,,my husband,ב=2 + ע=70 + ל=30 + י=10 → 112,2⁴ × 7,2⁴,7,,,,,,,
107,,אלא,,but / only,1 + 30 + 1 = 32,2⁵,2⁵,,,,,,,,
268,,זכה / זכה,,won (m.s.) / pure (f.),ז=7 + כ=20 + ה=5 → 32,2⁵,2⁵,,,,,,,,
359,,לב,,heart,ל=30 + ב=2 → 32,2⁵,2⁵,,,,,,,,
740,,משוואה,,equation,מ=40 + ש=300 + ו=6 + א=1 + ה=5 → 352,2⁵ × 11,2⁵,11,,,,,,,
18,,יותר,,,416,2⁵ × 13,2⁵,13,,,,,,,
33,,ביותר,,,416,2⁵ × 13,2⁵,13,,,,,,,
726,,תגובה,,reaction,ת=400 + ג=3 + ו=6 + ב=2 + ה=5 → 416,2⁵ × 13,2⁵,13,,,,,,,
128,,רבות,,fight (f.pl.),ר=200 + ב=2 + ו=6 + ת=400 → 608,2⁵ × 19,2⁵,19,,,,,,,
677,,קרחון קרח,,iceberg,ק=100 + ר=200 + ח=8 + ו=6 + ן=50 + ק=100 + ר=200 + ח=8 → 672,2⁵ × 3 × 7,2⁵,3,7,,,,,,
63,,בצורה,,,2 + 80 + 6 + 200 = 288,2⁵ × 3²,2⁵,3²,,,,,,,
239,,עץ,,tree / wood,ע=70 + ץ=90 → 160,2⁵ × 5,2⁵,5,,,,,,,
669,,קני,,gorge,ק=100 + נ=50 + י=10 → 160,2⁵ × 5,2⁵,5,,,,,,,
701,,חור תולעת,,wormhole,ח=8 + ו=6 + ר=200 + ת=400 + ו=6 + ל=30 + ע=70 + ת=400 → 1120,2⁵ × 5 × 7,2⁵,5,7,,,,,,
621,,קשת,,rainbow,ק=100 + ש=300 + ת=400 → 800,2⁵ × 5²,2⁵,5²,,,,,,,
80,,דרך,,,4 + 200 + 20 = 224,2⁵ × 7,2⁵,7,,,,,,,
552,,דרך,,path / way,ד=4 + ר=200 + כ=20 → 224,2⁵ × 7,2⁵,7,,,,,,,
738,,הדמיה,,simulation,ה=5 + ד=4 + מ=40 + י=10 + ה=5 → 64,2⁶,2⁶,,,,,,,,
865,,חיכוך,,friction,ח=8 + י=10 + כ=20 + ו=6 + ך=20 → 64,2⁶,2⁶,,,,,,,,
933,,אנתלפיה,,enthalpy,א=1 + נ=50 + ת=400 + ל=30 + פ=80 + י=10 + ה=5 → 576,2⁶ × 3²,2⁶,3²,,,,,,,
110,,שהיה,,that was (m.s.),ש=300 + ה=5 + י=10 + ה=5 → 320,2⁶ × 5,2⁶,5,,,,,,,
281,,שהיא,,that she / that is (f.s.),ש=300 + ה=5 + י=10 + ה=5 → 320,2⁶ × 5,2⁶,5,,,,,,,
322,,צריך,,need / necessary / should / must,צ=90 + ר=200 + י=10 + ך=20 → 320,2⁶ × 5,2⁶,5,,,,,,,
522,,שליש,,third,ש=300 + ל=30 + י=10 + ש=300 → 640,2⁶ × 5,2⁶,5,,,,,,,
98,,המלחמה,,the war,5 + 40 + 30 + 8 + 5 + 40 = 128,2⁷,2⁷,,,,,,,,
756,,לחץ,,pressure,ל=30 + ח=8 + ץ=90 → 128,2⁷,2⁷,,,,,,,,
822,,לחץ,,pressure,ל=30 + ח=8 + ץ=90 → 128,2⁷,2⁷,,,,,,,,
447,,שמש,,sun,ש=300 + מ=40 + ש=300 → 640,2⁷ × 5,2⁷,5,,,,,,,
699,,שמש,,sun,ש=300 + מ=40 + ש=300 → 640,2⁷ × 5,2⁷,5,,,,,,,
36,,רבים,,,256,2⁸,2⁸,,,,,,,,
36,,רבים,,,256,2⁸,2⁸,,,,,,,,
213,,נראה,,looks / looked,נ=50 + ר=200 + א=1 + ה=5 → 256,2⁸,2⁸,,,,,,,,
691,,מטאור,,meteor,מ=40 + ט=9 + א=1 + ו=6 + ר=200 → 256,2⁸,2⁸,,,,,,,,
437,,אח,,brother,א=1 + ח=8 → 9,3²,3²,,,,,,,,
237,,בזמן / בזמן,,at the time [of] / on time,ב=2 + ז=7 + מ=40 + ן=50 → 99,3² × 11,3²,11,,,,,,,
256,,ביניהם,,between them (m.),ב=2 + י=10 + נ=50 + י=10 + ה=5 + ם=40 → 117,3² × 13,3²,13,,,,,,,
112,,הרב,,the majority,same → 207,3² × 23,3²,23,,,,,,,
211,,ראו,,saw (m.pl.),ר=200 + א=1 + ו=6 → 207,3² × 23,3²,23,,,,,,,
217,,רבה,,fought (f.s.),ר=200 + ב=2 + ה=5 → 207,3² × 23,3²,23,,,,,,,
422,,אור,,light,א=1 + ו=6 + ר=200 → 207,3² × 23,3²,23,,,,,,,
531,,קטגוריה,,category,ק=100 + ט=9 + ג=3 + ו=6 + ר=200 + י=10 + ה=5 → 333,3² × 37,3²,37,,,,,,,
590,,שלג,,snow,ש=300 + ל=30 + ג=3 → 333,3² × 37,3²,37,,,,,,,
26,,הם,,,45,3² × 5,3²,5,,,,,,,
43,,מה,,,45,3² × 5,3²,5,,,,,,,
75,,מאד,,,40 + 1 + 4 = 45,3² × 5,3²,5,,,,,,,
136,,אדם,,person / man / human being / Adam,א=1 + ד=4 + ם=40 → 45,3² × 5,3²,5,,,,,,,
570,,מערה,,cave,מ=40 + ע=70 + ר=200 + ה=5 → 315,3² × 5 × 7,3²,5,7,,,,,,
663,,מערה,,cave,מ=40 + ע=70 + ר=200 + ה=5 → 315,3² × 5 × 7,3²,5,7,,,,,,
908,,טמפרטורה,,temperature,ט=9 + מ=40 + פ=80 + ר=200 + ט=9 + ו=6 + ר=200 + ה=5 → 549,3² × 61,3²,61,,,,,,,
734,,מדידה,,measurement,מ=40 + ד=4 + י=10 + ד=4 + ה=5 → 63,3² × 7,3²,7,,,,,,,
53,,אותו,,,441,3² × 7²,3²,7²,,,,,,,
60,,כאשר,,,351,3³ × 13,3³,13,,3³,,,,,
717,,פרוטון,,proton,פ=80 + ר=200 + ו=6 + ט=9 + ו=6 + ן=50 → 351,3³ × 13,3³,13,,,,,,,
794,,פרוטון,,proton,פ=80 + ר=200 + ו=6 + ט=9 + ו=6 + ן=50 → 351,3³ × 13,3³,13,,,,,,,
806,,פרוטון,,proton,פ=80 + ר=200 + ו=6 + ט=9 + ו=6 + ן=50 → 351,3³ × 13,3³,13,,,,,,,
519,,סך הכל,,total,ס=60 + ך=20 + ה=5 + כ=20 + ל=30 → 135,3³ × 5,3³,5,,,,,,,
32,,אף,,,81,3⁴,3⁴,,,,,,,,
753,,עבודה,,work,ע=70 + ב=2 + ד=4 + ה=5 → 81,3⁴,3⁴,,,,,,,,
512,,עשרת אלפים,,ten thousand,ע=70 + ש=300 + ר=200 + ת=400 + א=1 + ל=30 + ף=80 + י=10 + ם=40 → 1131,3⁴ × 47,3⁴,47,,,,,,,
231,,השנים,,the years,ה=5 + ש=300 + נ=50 + י=10 + ם=40 → 405,3⁴ × 5,3⁴,5,,,,,,,
287,,השנים / השנים,,in the years / in years,ה=5 + ש=300 + נ=50 + י=10 + ם=40 → 405,3⁴ × 5,3⁴,5,,,,,,,
317,,קשה,,difficult / hard (m.s.),ק=100 + ש=300 + ה=5 → 405,3⁴ × 5,3⁴,5,,,,,,,
318,,קשה,,difficult / hard (f.s.),ק=100 + ש=300 + ה=5 → 405,3⁴ × 5,3⁴,5,,,,,,,
45,,כן,,,25,5²,5²,,,,,,,,
609,,טורנדו,,tornado,ט=9 + ו=6 + ר=200 + נ=50 + ד=4 + ו=6 → 275,5² × 11,5²,11,,,,,,,
307,,נעשה / נעשה,,done / we will do,נ=50 + ע=70 + ש=300 + ה=5 → 425,5² × 17,5²,17,,,,,,,
225,,וגם,,and also,ו=6 + ג=3 + ם=40 → 49,7²,7²,,,,,,,,
236,,החלו,,started (pl.),ה=5 + ח=8 + ל=30 + ו=6 → 49,7²,7²,,,,,,,,
589,,גשם,,rain,ג=3 + ש=300 + ם=40 → 343,7³,7³,,,,,,,,
